Item;Cod;Nome;Un;Custo Unitário
001.18.06.25;170978;Luminária  c/ lâmp de emergência;UN;49,76
001.18.06.26;170977;Luminária  c/ lâmp mista até 250W;UN;91,14
001.18.06.27;170979;Luminária  de facho aberto p/ lâmp vapor de mercúrio;UN;81,78
001.18.06.28;170981;Luminária  p/ lâmp PLL de embutir;UN;90,1
001.18.06.29;170980;Luminária  p/ lâmp PLL de sobrepor;UN;82,14
001.18.06.30;170982;Luminária  pública simples;UN;158,28
001.18.06.31;170983;Luminária  tipo arandela- casco de tartaruga;UN;69,14
001.18.06.32;170984;Luminária  tipo arandela p/ lâmp incandescente;UN;51,14
001.18.06.33;170985;Luminária  tipo refletor p/ lâmp vapor de sódio até 250W;UN;86,14
001.18.06.34;170992;Luminária 2x16W  c/ aleta branca reflet aluminio;UN;166,14
001.18.06.35;170976;Luminária 2x32W  c/ aleta branca reflet aluminio;UN;218,14
001.18.06.36;171013;Luminária abalux - embutir(2x20W) - completa;UN;153,14
001.18.06.37;171014;Luminária abalux - embutir(2x40W) - completa;UN;197,34
001.18.06.38;171015;Luminária abalux - sobrepor (2x20W) - completa;UN;166,14
001.18.06.39;171016;Luminária abalux - sobrepor (2x40W) - completa;UN;211,14
001.18.06.40;170236;Luminaria c/ 02 lamp.fluor.16W-tubular (s/fiaçao);UN;107,28
001.18.06.41;170237;Luminaria c/ 02 lamp.fluor.32W-tubular (s/fiaçao);UN;131,28
001.18.06.42;170343;Luminaria c/ 04 lamp. fluorescentes 16W (sem fiaçao);UN;124,42
001.18.06.43;170344;Luminaria c/ 04 lamp. fluorescentes 32W (sem fiaçao);UN;178,19
001.18.06.44;170514;Luminaria c/ 1 lamp. fluorescente 16W (sem fiaçao);UN;76,02
001.18.06.45;170515;Luminaria c/ 1 lamp. fluorescente 32W (sem fiaçao);UN;97,02
001.18.06.46;170516;Luminaria c/ 2 lamp. fluorescentes 16W (sem fiaçao);UN;82,66
001.18.06.47;170517;Luminaria c/ 2 lamp. fluorescentes 32W (sem fiaçao);UN;116,66
001.18.06.48;171297;Luminária c/ lâmpada incandescente à prova de explosão;UN;101,02
001.18.06.49;171529;Luminária de embutir com aletas e 2 lâmpadas de Led de 10W;UN;230,72
001.18.06.50;171530;Luminária de embutir com aletas e 2 lâmpadas de Led de 18W;UN;249,04
001.18.06.51;170778;Luminaria de embutir completa c/lamp. fluorescente1x16W;UN;104,8
001.18.06.52;170780;Luminaria de embutir completa c/lamp. fluorescente1x32W;UN;152,02
001.18.06.53;170779;Luminaria de embutir completa c/lamp. fluorescente2x16W;UN;145,66
001.18.06.54;170781;Luminaria de embutir completa c/lamp. fluorescente2x32W;UN;202,01
001.18.06.55;171531;Luminária de sobrepor com aletas e 2 lâmpadas de Led de 10W;UN;249,72
001.18.06.56;171532;Luminária de sobrepor com aletas e 2 lâmpadas de Led de 18W;UN;274,04
001.18.06.57;170583;Luminaria tipo globo c/ lamp. incandescente;UN;96,02
001.18.06.58;170345;Luminaria tipo prato c/ lamp.incandescente (s/fiaçao);UN;80,02
001.18.06.59;171282;Projetor c/ lâmpada vapor met. 1000W completo;UN;906,65
001.18.06.60;170988;Projetor cônico - 300W;UN;69,76
001.18.06.61;170990;Projetor retangular  E- 27/250W galvanizado;UN;66,76
001.18.06.62;170991;Projetor retangular  E- 40/250W galvanizado;UN;69,76
001.18.06.63;170989;Projetor retangular 400W;UN;75,76
001.18.06.64;170965;Reator convecional de 40W;UN;49,61
001.18.06.65;170966;Reator lâmp fluoresc 1x20W convecional;UN;49,61
001.18.06.66;170967;Reator lâmp fluoresc 2x20W partida rápida;UN;49,61
001.18.06.67;170968;Reator lâmp fluoresc 2x40W partida rápida;UN;48,61
001.18.06.68;170970;Reator lâmp vapor de mercurio 125W;UN;66,71
001.18.06.69;170973;Reator lâmp vapor de mercurio 250W;UN;81,61
001.18.06.70;170969;Reator lâmp vapor de mercurio 400W;UN;124,19
001.18.06.71;170971;Reator lâmp vapor de sódio 250W;UN;124,61
001.18.06.72;170972;Reator lâmp vapor de sódio 400W;UN;143,61
001.18.06.73;170974;Reator lâmp vapor metálico 400W;UN;123,61
001.18.06.74;170975;Refletor aluminio c/ lâmp mista 250W E-27;UN;88,76
001.18.06.75;170986;Refletor aluminio c/ lâmp mista 250W E-40;UN;91,81
001.18.06.76;170987;Refletor aluminio c/ lâmp mista 500W;UN;108,1
001.18.07;;ALIMENTAÇÃO, MEDIÇÃO, PROTEÇÃO E MOTORES:;;
001.18.07.01;170470;Acessorios p/transformador em poste(incl.cabine de mediçao);UN;12137,77
001.18.07.02;171039;Chave faca c/ fusível 3P - 30A -250V;UN;246,91
001.18.07.03;171040;Chave faca HA 400A;UN;4723,08
001.18.07.04;171041;Chave fusível de distribuição 15KV L 100A;UN;310,52
001.18.07.05;171042;Chave magnética p/ motor de 5CV -3F-220V;UN;243,52
001.18.07.06;171043;Chave reversora 3P-30A-220V;UN;152,52
001.18.07.07;170381;Cordoalha de cobre nu - seçao 35 a 50mm2 - isoladores;M;40,78
001.18.07.08;170382;Cordoalha de cobre nu - seçao 70 a 90mm2 - isoladores;M;65,86
001.18.07.09;171037;Elo fusivel 10K;UN;4,82
001.18.07.10;171038;Elo fusivel 15K;UN;5,48
001.18.07.11;171036;Fusivel NH 300A a 630A;UN;73,76
001.18.07.12;170501;Gerador 63KVA - 50HZ - 220/127V (c/ acessorios);UN;56982,34
001.18.07.13;171468;Interruptor diferencial residual 20A/30mA-2P;UN;127,41
001.18.07.14;171469;Interruptor diferencial residual 40A/30mA-4P;UN;160,88
001.18.07.15;170380;Mastro simples de fo go p/ para-raio (c/ acessorios);UN;658,6
001.18.07.16;170415;Mureta de mediçao em alv.c/laje em conc.(c=2.20/l=0.50/h=2.0m);UN;1896,81
001.18.07.17;171028;Para raio de distribuição de tensão 15 KV;UN;230,76
001.18.07.18;170378;Pára-Raio latao cromado tipo Franklin (s/acess.);UN;129,42
001.18.07.19;170656;Poste concr.300-DN, h=11m(incl.base concr.ciclópico);UN;1323,09
001.18.07.20;170624;Poste concr.600-DN, h=11m(incl.base concr.ciclópico);UN;1590,09
001.18.07.21;171029;Poste de concreto circular 300 Dan h = 9m (incl. base em concreto ciclópico);UN;1123,09
001.18.07.22;171030;Poste de concreto circular 600 Dan h = 9m  (incl. base em concreto ciclópico);UN;1423,09
001.18.07.23;171031;Poste de concreto duplo T  300 Dan h = 9m  (incl. base em concreto ciclópico);UN;999,56
001.18.07.24;171033;Poste de concreto duplo T 300 Dan h = 11m  (incl. base em concreto ciclópico);UN;1135,69
001.18.07.25;171032;Poste de concreto duplo T 600 Dan h = 9m  (incl. base em concreto ciclópico);UN;1189,09
001.18.07.26;170384;Poste de concreto p/ AT-BT incl.rede de distribuiçao h=11m;UN;3096,14
001.18.07.27;171502;Poste em concreto 100 - DaN, h=7,0m (incl. base em concreto ciclópico);UN;808,09
001.18.07.28;170625;Poste em fo.go. h=11m (incl.base concr.ciclópico);UN;1715,37
001.18.07.29;171034;Proteção contra surto BT-CAT-8KA-127V;UN;66,68
001.18.07.30;170694;Subestação aérea c/ transformador 112,5 KVA (incl.poste, acessorios e cabine de mediçao);UN;35857,39
001.18.07.31;170695;Subestação aérea c/ transformador 150 KVA (incl.poste, acessorios e cabine de mediçao);UN;42650,39
001.18.07.32;171395;Subestação aérea c/ transformador 225 KVA (incl.poste, acessorios e cabine de mediçao);UN;55742,36
001.18.07.33;170677;Subestação aérea c/ transformador 45 KVA (incl.poste, acessorios e cabine de mediçao);UN;27777,16
001.18.07.34;170693;Subestação aérea c/ transformador 75 KVA (incl.poste, acessorios e cabine de mediçao);UN;31079,54
001.18.07.35;170354;Transformador de  45KVA-15KV-60HZ;UN;10415,22
001.18.07.36;170356;Transformador de  75KVA-15KV-60HZ;UN;13564,98
001.18.07.37;170357;Transformador de 112,5.5KVA-15KV-60HZ;UN;16440,8
001.18.07.38;170684;Transformador de 150KVA-15KV-60HZ;UN;20799,38
001.18.07.39;171410;Transformador de 225KVA - 15KV-60HZ;UN;28338,04
001.18.07.40;170383;Tubo PVC rigido diam. 50mm p/proteçao cordoalha;UN;74,42
001.18.08;;ACESSÓRIOS E CONEXÕES (I);;
001.18.08.01;171127;Bloco cook -50 pares;UN;165,27
001.18.08.02;171126;Bloco terminal -50 pares;UN;49,61
001.18.08.03;171128;Bocal com rabicho;UN;3,24
001.18.08.04;171129;Bocal de louça E-27;UN;4,24
001.18.08.05;171130;Bocal de louça E-40;UN;9,3
001.18.08.06;171132;"Braçadeira tipo ""D' p/ elet de   1/2""";UN;1,65
001.18.08.07;171135;"Braçadeira tipo ""D' p/ elet de   3/4""";UN;1,7
001.18.08.08;171131;"Braçadeira tipo ""D' p/ elet de  1""";UN;1,84
001.18.08.09;171133;"Braçadeira tipo ""D' p/ elet de  2""";UN;2,36
001.18.08.10;171134;"Braçadeira tipo ""D' p/ elet de 2 1/2""";UN;3,21
001.18.08.11;171136;"Braçadeira tipo chavite 1""";UN;1,68
001.18.08.12;171118;Conector convencional 1x20 110V;UN;10,07
001.18.08.13;171121;Conector de emenda para cabo  2,5 mm²;UN;3,64
001.18.08.14;171124;Conector de emenda para cabo  4,0 mm²;UN;3,94
001.18.08.15;171119;Conector de emenda para cabo 10 mm²;UN;4,24
001.18.08.16;171120;Conector de emenda para cabo 16 mm²;UN;4,57
001.18.08.17;171122;Conector de emenda para cabo 25 mm²;UN;5,24
001.18.08.18;171123;Conector de emenda para cabo 35 mm²;UN;5,57
001.18.08.19;171125;Conector de emenda para cabo 50 mm²;UN;7,54
001.18.08.20;171107;Conector de emenda para cabo 70 mm²;UN;9,28
001.18.08.21;171108;Conector de emenda para cabo 95 mm²;UN;13,69
001.18.08.22;171116;Conector grampo paralelo de aluminio Cb 4 mm²;UN;7,07
001.18.08.23;171109;"Conector para haste de aterramento de 3/4""";UN;5,24
001.18.08.24;171110;"Conector para haste de aterramento de 5/8""";UN;4,79
001.18.08.25;171111;Conector paralelo de aluminio 8 a 10;UN;9,39
001.18.08.26;171117;Conector paralelo p/ cabo 4/0 AWG;UN;12,07
001.18.08.27;171112;Conector prensa fios 10 a 20;UN;11,29
001.18.08.28;171113;Conector TPF de 50mm²;UN;10,45
001.18.08.29;171114;"Conjunto estaiamento 3m 2""";UN;264,52
001.18.08.30;171115;Cruzeta de madeira 115x135x600mm;UN;211,52
001.18.08.31;171263;"Curva  90° p/ elet. F°G°  2 1/2"" (IE)";UN;65,31
001.18.08.32;171261;"Curva  90° p/ elet. F°G° 1/2"" (IE)";UN;13,31
001.18.08.33;171262;"Curva  90° p/ elet. F°G° 2"" (IE)";UN;35,31
001.18.08.34;171264;"Curva  90° p/ elet. F°G° 3"" (IE)";UN;93,31
001.18.08.35;171265;"Curva  90° p/ elet. F°G° 4"" (IE)";UN;143,31
001.18.08.36;171266;"Curva  90° p/ elet. PVC 1 1/2"" (IE)";UN;13,81
001.18.08.37;171267;"Curva  90° p/ elet. PVC 1 1/4"" (IE)";UN;12,81
001.18.08.38;171093;"Curva  90° p/ elet. PVC 2 1/2"" (IE)";UN;29,31
001.18.08.39;171268;"Curva  90° p/ elet. PVC 2"" (IE)";UN;17,31
001.18.08.40;171094;"Curva  90° p/ elet. PVC 3"" (IE)";UN;32,31
001.18.08.41;171024;"Curva  90º p/ elet PVC 3/4"" (IE)";UN;10,4
001.18.08.42;171025;"Curva  90º p/ elet. PVC 1"" (IE)";UN;11,61
001.18.08.43;171023;"Curva  90º p/ elet. PVC 1/2"" (IE)";UN;10,27
001.18.08.44;171097;"Curva 135° p/ elet. F°G° 1 1/4"" (IE)";UN;28,31
001.18.08.45;171103;"Curva 135° p/ elet. F°G° 1"" (IE)";UN;13,71
001.18.08.46;171098;"Curva 135° p/ elet. F°G° 1/2"" (IE)";UN;14,31
001.18.08.47;171096;"Curva 135° p/ elet. F°G° 4"" (IE)";UN;219,31
001.18.08.48;171100;"Curva 135° p/ elet. PVC 1 1/2"" (IE)";UN;23,31
001.18.08.49;171101;"Curva 135° p/ elet. PVC 1 1/4"" (IE)";UN;18,31
001.18.08.50;171099;"Curva 135° p/ elet. PVC 1"" (IE)";UN;13,61
001.18.08.51;171102;"Curva 135° p/ elet. PVC 1/2"" (IE)";UN;10,81
001.18.08.52;171104;"Curva 135° p/ elet. PVC 2 1/2"" (IE)";UN;25,37
001.18.08.53;171105;"Curva 135° p/ elet. PVC 3"" (IE)";UN;48,68
001.18.08.54;171106;"Curva 135° p/ elet. PVC 4"" (IE)";UN;51,45
001.18.08.55;171044;"Luva p/ elet. F°G° de 1 1/2"" (IE)";UN;7,75
001.18.08.56;171045;"Luva p/ elet. F°G° de 2 1/2"" (IE)";UN;12,97
001.18.08.57;171046;"Luva p/ elet. F°G° de 4"" (IE)";UN;25,97
001.18.08.58;171047;"Luva p/ elet. PVC de 1 1/2"" (IE)";UN;4,72
001.18.08.59;171048;"Luva p/ elet. PVC de 1 1/4"" (IE)";UN;4,22
001.18.08.60;171050;"Luva p/ elet. PVC de 2 1/2"" (IE)";UN;14,16
001.18.08.61;171049;"Luva p/ elet. PVC de 2"" (IE)";UN;6,28
001.18.08.62;171051;"Luva p/ elet. PVC de 4"" (IE)";UN;30,01
001.18.08.63;171052;Manilha sapatilha galvanizada;UN;20,07
001.18.08.64;171053;"Niple de F°G° de 1""";UN;5,87
001.18.08.65;171054;"Niple de F°G° de 3/4""";UN;4,27
001.18.08.66;171055;Perfilado perfurado 38x38m (3m);Pç;63,6
001.18.08.67;171057;Regua de 04 tomadas;UN;45,76
001.18.08.68;171056;Regua de 05 tomadas;UN;50,76
001.18.08.69;171059;Rele fotoeletrico;UN;68,52
001.18.08.70;171058;Relé para eletrodos (nível inferior/superior);UN;151,52
001.18.08.71;171060;"Saída lateral p/ eletroduto 1""";UN;15,87
001.18.08.72;171061;Sapata rápida de 4 furos p/ perfilado 38x38mm;UN;24,96
001.18.08.73;171062;Sensor p/ porta automática (Montada);UN;200,84
001.18.08.74;171063;Sinaleira de portão de entrada de veículos;UN;293,04
001.18.08.75;171064;Sinaleira duplo com relé foeletrico p/ para-raio;UN;190,04
001.18.08.76;171065;Suporte isolado c/ braçadeira p/ para raio;UN;27,76
001.18.08.77;171066;Suporte isolador simples;UN;33,12
001.18.08.78;171067;Suporte p/ lâmpada fluorescente;PAR;5,18
001.18.08.79;171068;Suporte para eletrocalhas;UN;31,26
001.18.08.80;171069;Suporte para transformador em poste de concreto 195mm;UN;143,82
001.18.08.81;171070;Supressor contra surto CLAMPER 45KA;UN;95,66
001.18.08.82;171073;Terminal de compressão em latão  25mm²;UN;3,05
001.18.08.83;171074;Terminal de compressão em latão  35mm²;UN;3,61
001.18.08.84;171075;Terminal de compressão em latão  50mm²;UN;4,47
001.18.08.85;171076;Terminal de compressão em latão  60mm²;UN;4,76
001.18.08.86;171077;Terminal de compressão em latão  70mm²;UN;5,48
001.18.08.87;171078;Terminal de compressão em latão  95mm²;UN;6,46
001.18.08.88;171072;Terminal de compressão em latão 10mm²;UN;2,38
001.18.08.89;171071;Terminal de compressão em latão 16mm²;UN;2,65
001.18.08.90;171079;Terminal de compressão em latão 185mm²;UN;13
001.18.08.91;171080;Terminal sindal 6 mm²;UN;11,66
001.18.08.92;171081;Transformador de corrente 400/5A;UN;243,52
001.18.08.93;171083;Voltimetro 96x96mm -300V;UN;288,52
001.18.09;;ACESSÓRIOS E CONEXÕES (II);;
001.18.09.01;171137;Alça preformada para cabo de alumínio 2AWG;UN;13,27
001.18.09.02;171138;Armação secundária de 03 estribos c/ isolador;UN;50,38
001.18.09.03;171139;Armação secundária de 04 estribos c/ isolador;UN;66,38
001.18.09.04;171140;"Armação secundária pesada 3/16"" de 3x3";UN;50,38
001.18.09.05;171141;"Barra rosqueada (3m) 1/4""";UN;9,18
001.18.09.06;171142;"Barra rosqueada (3m) 3/8""";UN;19,7
001.18.09.07;171143;"Base para mastro 1 1/2""";UN;71,76
001.18.09.08;171144;Base para relé fotoelétrico;UN;7,83
001.18.09.09;171411;"Braçadeira metálica tipo ""D"" c/ cunha Ø 3/4""";UN;1,61
001.18.09.10;171145;"Braçadeira tipo chavite  1/2""";UN;1,6
001.18.09.11;171146;"Braçadeira tipo chavite  3/4""";UN;1,61
001.18.09.12;171147;Braçadeira tipo cunha c/ parafuso;UN;2,24
001.18.09.13;171300;"Bucha e arruela de alumínio de     1/2""";UN;1,38
001.18.09.14;171301;"Bucha e arruela de alumínio de     3/4""";UN;1,04
001.18.09.15;171303;"Bucha e arruela de alumínio de    1""";UN;1,43
001.18.09.16;171305;"Bucha e arruela de alumínio de   1 1/4""";UN;1,84
001.18.09.17;171306;"Bucha e arruela de alumínio de  1 1/2""";UN;2,21
001.18.09.18;171304;"Bucha e arruela de alumínio de  2""";UN;3,5
001.18.09.19;171455;"Bucha e arruela de alumínio de 2 1/2""";UN;5,91
001.18.09.20;171456;"Bucha e arruela de alumínio de 3""";UN;6,31
001.18.09.21;171148;"Bucha e arruela de aluminio de 4""";UN;9,52
001.18.09.22;171149;Bucha para redução de elet. 50 mm/32mm;UN;12,21
001.18.09.23;171276;Cantoneira ZZ;UN;4,6
001.18.09.24;171150;Capacitor 10 Microfarad 250V;UN;36,61
001.18.09.25;171151;Capacitor 20 Microfarad 250V;UN;36,61
001.18.09.26;171152;Cinta de poste circular 150 mm;UN;28,21
001.18.09.27;171153;Cinta de poste circular 160 mm;UN;28,88
001.18.09.28;171154;Cinta de poste circular 170 mm;UN;36,08
001.18.09.29;171155;Cinta de poste circular 180 mm;UN;36,77
001.18.09.30;171156;Cinta de poste circular 220 mm;UN;43,48
001.18.09.31;171157;Cinta de poste circular 240 mm;UN;43,61
001.18.09.32;171158;Cinta de poste circular 250 mm;UN;45,36
001.18.09.33;171496;Cruzeta em concreto (90x115x2400mm);UN;132,52
001.18.09.34;171346;"Curva  90º p/ elet. FºGº 1 1/2"" (IE)";UN;27,31
001.18.09.35;171347;"Curva  90º p/ elet. FºGº 1 1/4"" (IE)";UN;22,81
001.18.09.36;171345;"Curva  90º p/ elet. FºGº 1"" (IE)";UN;16,07
001.18.09.37;171344;"Curva  90º p/ elet. FºGº 3/4"" (IE)";UN;13,87
001.18.09.38;171343;"Curva  90º p/ elet. PVC 4"" (IE)";UN;52,31
001.18.09.39;171412;"Dailete múltiplo de alumínio tipo X - Ø 1""";UN;9,9
001.18.09.40;171414;"Dailete múltiplo de alumínio tipo X - Ø 3/4""";UN;5,6
001.18.09.41;171159;Grampo fixador de cabo Z-01;UN;3,81
001.18.09.42;171160;Grampo fixador de cabo Z-02;UN;4,66
001.18.09.43;171163;"Haste de Aço cobreada 3/4""x3m c/ conector";UN;94,78
001.18.09.44;171164;"Haste de Aço cobreada 5/8""x2,40m c/ conector";UN;66,01
001.18.09.45;171165;"Haste de Aço cobreada 5/8""x3,0m c/ conector";UN;70,37
001.18.09.46;171161;"Haste de cobre p/ aterram. 3/4""x3m s/ conector";UN;93,78
001.18.09.47;171166;Isolador de pino - completo 15 KV;UN;45,36
001.18.09.48;171167;Isolador de pino - completo 34 KV;UN;185,38
001.18.09.49;171168;Isolador disc bastão polim - completo 15 KV;UN;105,38
001.18.09.50;171173;Isolador pilar porcelana 15KV;UN;87,38
001.18.09.51;171174;Isolador pilar porcelana 34KV;UN;185,38
001.18.09.52;171175;Isolador roldana 72x72;UN;14,52
001.18.09.53;171176;Isolador tipo disco porcelana vitrificada 15KV;UN;56,58
001.18.09.54;171177;Laço pré-formada para CB 2 AWG;UN;7,17
001.18.09.55;171340;"Luva p/ elet. FºGº de 1 1/4"" (IE)";UN;6,2
001.18.09.56;171339;"Luva p/ elet. FºGº de 1"" (IE)";UN;4,41
001.18.09.57;171341;"Luva p/ elet. FºGº de 2"" (IE)";UN;8,46
001.18.09.58;171342;"Luva p/ elet. FºGº de 3"" (IE)";UN;45,95
001.18.09.59;171409;"Luva p/ elet. FºGº de 3/4"" (IE)";UN;3,91
001.18.09.60;171406;"Luva p/ elet. PVC de 1"" (IE)";UN;3,46
001.18.09.61;171408;"Luva p/ elet. PVC de 3"" (IE)";UN;16,97
001.18.09.62;171405;"Luva p/ elet. PVC de 3/4"" (IE)";UN;2,9
001.18.09.63;171407;"Luva p/ eletr. PVC de 1/2"" (IE)";UN;2,72
001.18.09.64;171299;Ponto de solda exotérmica;Pt;25,92
001.18.09.65;171419;Supressor de transientes tipo Varistor 20KA-175V.;UN;117,63
001.18.09.66;171413;"Unidut múltiplo Ø 1""";UN;3,5
001.18.09.67;171415;"Unidut múltiplo Ø 3/4""";UN;2,55
001.19;;INSTALAÇÕES TELEFÔNICAS E LÓGICA:;;
001.19.01;;QUADROS E CAIXAS:;;
001.19.01.01;211193;Quadro telefonico (sobrepor) 20x20x15cm;UN;115,52
001.19.01.02;211194;Quadro telefonico (sobrepor) 40x40x15cm;UN;229,52
001.19.01.03;211195;Quadro telefonico (sobrepor) 60x60x15cm;UN;374,02
001.19.01.04;211197;Quadro telefonico inter de distr.  20x20x12cm;UN;95,79
001.19.01.05;211198;Quadro telefonico inter de distr.  40x40x12cm;UN;166,98
001.19.01.06;211199;Quadro telefonico inter de distr.  60x60x12cm;UN;302,98
001.19.01.07;211200;Quadro telefonico inter de distr.  80x80x12cm;UN;511,77
001.19.01.08;211196;Quadro telefonico inter de distr. 120x120x12cm;UN;1024
001.19.02;;CABOS E FIOS:;;
001.19.02.01;211212;Cabo telefônico APL - 10 pares;M;4,84
001.19.02.02;211202;Cabo telefônico APL -5 pares (40x5);M;1,94
001.19.02.03;211203;Cabo telefônico APL -5 pares (50x5);M;2,98
001.19.02.04;211205;Cabo telefônico CCI 50x10P;M;5,79
001.19.02.05;211206;Cabo telefônico CCI 50x20P;M;8,59
001.19.02.06;211207;Cabo telefônico CCI 50x2P;M;1,96
001.19.02.07;211208;Cabo telefônico CCI 50x4P;M;2,99
001.19.02.08;211209;Cabo telefônico CTP APL -40 x 10 pares;M;7,74
001.19.02.09;211210;Cabo telefônico CTP APL -40 x 20 pares;M;8,16
001.19.02.10;211211;Cabo telefônico FE -100;M;2,34
001.19.02.11;211204;Cabo telefônico trançado 2x22AWG;M;2,24
001.19.02.12;171180;Cabo UTP par trançado 04P 24 AWG Cat 6e;M;4,34
001.19.02.13;211213;Fio telefônico FE - 100;M;2,45
001.19.02.14;211214;Fio telefônico FI - 50;M;1,99
001.19.03;;PONTOS:;;
001.19.03.01;170690;Ponto de logica - UTP (c/ instalaçao aparente);Pt;364,44
001.19.03.02;170683;Ponto de logica - UTP (incl. eletr.,cabo e conector);Pt;347,73
001.19.03.03;170689;Ponto eletrico estabilizado (c/ instalaçao aparente);Pt;406,54
001.19.03.04;170682;Ponto eletrico estabilizado (incl. eletr.,cx.,fiaçao e tomada);Pt;343,65
001.19.03.05;210083;Ponto p/ telefone(c/eletroduto,cx.,fiaçao e tomada);Pt;78,77
001.19.04;;TOMADAS:;;
001.19.04.01;171184;Tampa espelho p/ RJ-45 de 02 saídas;UN;30,03
001.19.04.02;171183;Tomada  RJ-45 de embutir em espelho;UN;29,11
001.19.04.03;171181;Tomada femea RJ-11 completa;UN;34,71
001.19.04.04;171182;Tomada femea RJ-45 completa;UN;48,51
001.19.04.05;211201;Tomada padrão telefone (4Pinos);UN;31,61
001.19.05;;ACESSÓRIOS:;;
001.19.05.01;171186;Adapt Cable M8V Cat 5e 2,5m;UN;10,28
001.19.05.02;171187;Adapt Cable M8V Cat 6e 2,5m;UN;13,48
001.19.05.03;210079;"Interligaçao p/ telefone - conduite 3/4""";M;14,91
001.19.05.04;171188;"Organizador horizontal de cabos fechado p/ CB 19"" 1 U/A";UN;46,26
001.19.05.05;171189;Pacht cable M8V cat 5e 1,5m;UN;21,38
001.19.05.06;171190;Pacht cable M8V cat 6e 1,5m;UN;40,38
001.19.05.07;171191;Pacht panel 24 portas cat 5e;UN;488,88
001.19.05.08;171192;Pacht panel 24 portas cat 6e;UN;1100,78
001.19.05.09;211035;Protetor de surto para linha telefônica;UN;64,26
001.19.05.10;171526;"Rack 19"" 570mm 36U";UN;2540,64
001.19.05.11;171524;"Rack 19"" 570mm 40U";UN;2851,64
001.19.05.12;171525;"Rack 19"" 570mm 44U";UN;3227,64
001.19.05.13;171178;"Rack de 19"" 05 U/A";UN;673,04
001.19.05.14;171179;"Rack de 24"" 05 U/A";UN;2116,08
001.19.05.15;171185;Switch 24 portas;UN;871,66
001.20;;INSTALAÇÕES DE AR CONDICIONADO:;;
001.20.01;;PONTOS;;
001.20.01.01;231335;Dreno para caixa ar condicionado de parede h=3,0m;UN;39,15
001.20.01.02;231084;Ponto de dreno p/ split (10m);Pt;125,18
001.20.01.03;231085;Ponto de gás p/ split até 30.000 BTU's (10m);Pt;733,32
001.20.01.04;231086;Ponto de gás p/ split até 60.000 BTU's (10m);Pt;1151,76
001.20.01.05;230262;Ponto p/ar condicionado(tubul.,cj.airstop e fiaçao);Pt;302,46
001.20.01.06;230846;Revisão de ponto de ar condicionado;Pt;96,12
001.20.02;;INTERRUPTORES;;
001.20.02.01;231215;Conjunto Airstop de embutir completo;UN;52,38
001.20.03;;APARELHOS;;
001.20.03.01;231307;Aparelho Air-Split -  7.000 BTU's;UN;1375,12
001.20.03.02;231308;Aparelho Air-Split -  9.000 BTU's;UN;1495,12
001.20.03.03;231309;Aparelho Air-Split - 12.000 BTU's;UN;1698,26
001.20.03.04;231310;Aparelho Air-Split - 18.000 BTU's;UN;2396,4
001.20.03.05;231311;Aparelho Air-Split - 24.000 BTU's;UN;3011,54
001.20.03.06;231312;Aparelho Air-Split - 30.000 BTU's;UN;4307,68
001.20.03.07;231313;Aparelho Air-Split - 36.000 BTU's;UN;6251,82
001.20.03.08;231314;Aparelho Air-Split - 48.000 BTU's;UN;7313,96
001.20.03.09;231315;Aparelho Air-Split - 60.000 BTU's;UN;7745,1
001.20.03.10;231316;Aparelho Air-Split - 80.000 BTU's;UN;9310,24
001.21;;INSTALAÇÕES HIDR0SSANITÁRIAS:;;
001.21.01;;AGUA FRIA: TUBOS,VÁLVULAS E REGISTROS;;
001.21.01.01;180639;Automatico de nivel inferior e superior (c/ eletroduto e fiação);CJ;374,34
001.21.01.02;180487;Cisterna em concreto armado cap= 7.500 lts.;UN;13147,04
001.21.01.03;180299;Ponto de agua (incl. tubos e conexoes);Pt;282,26
001.21.01.04;180798;"Registro de gaveta   1"" - Bruto";UN;61,37
001.21.01.05;180802;"Registro de gaveta  1 1/4"" - Bruto";UN;83,17
001.21.01.06;180799;"Registro de gaveta  2"" - Bruto";UN;135,49
001.21.01.07;180803;"Registro de gaveta 2 1/2"" - Bruto";UN;296,13
001.21.01.08;180800;"Registro de gaveta 3"" - Bruto";UN;444,28
001.21.01.09;180801;"Registro de gaveta 4"" - Bruto";UN;759,45
001.21.01.10;180440;"Registro de gaveta c/ canopla -    1/2""";UN;85,26
001.21.01.11;180444;"Registro de gaveta c/ canopla -   1""";UN;95,7
001.21.01.12;180441;"Registro de gaveta c/ canopla -   3/4""";UN;89,29
001.21.01.13;180443;"Registro de gaveta c/ canopla -  1 1/4""";UN;140,47
001.21.01.14;180442;"Registro de gaveta c/ canopla - 1 1/2""";UN;157,48
001.21.01.15;180804;"Registro de gaveta c/ canopla 2""";UN;168,83
001.21.01.16;180503;"Registro de gaveta s/ canopla -   1""";UN;75,3
001.21.01.17;180095;"Registro de gaveta s/ canopla -  1/2""";UN;54,17
001.21.01.18;180211;"Registro de gaveta s/ canopla -  3/4""";UN;54,83
001.21.01.19;180504;"Registro de gaveta s/ canopla - 1 1/2""";UN;119,98
001.21.01.20;180445;"Registro de pressao c/ canopla -  1/2""";UN;84,99
001.21.01.21;180446;"Registro de pressao c/ canopla -  3/4""";UN;88,09
001.21.01.22;180447;"Registro de pressao c/ canopla - 1""";UN;126,3
