ITEM;CÓDIGOS;CLASSE/TIPO;DESCRIÇÃO;UN; VALOR 
001.12.153;89370;INHI;CURVA 45 GRAUS, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 8,70 
001.12.154;89371;INHI;LUVA, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 3,37 
001.12.155;89372;INHI;LUVA DE CORRER, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 8,88 
001.12.156;89373;INHI;LUVA DE REDUÇÃO, PVC, SOLDÁVEL, DN 25MM X 20MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 3,76 
001.12.157;89374;INHI;"LUVA COM BUCHA DE LATÃO, PVC, SOLDÁVEL, DN 20MM X 1/2"", INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P";UN; 6,53 
001.12.158;89375;INHI;UNIÃO, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 6,27 
001.12.159;89376;INHI;"ADAPTADOR CURTO COM BOLSA E ROSCA PARA REGISTRO, PVC, SOLDÁVEL, DN 20MM X 1/2"", INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P";UN; 3,44 
001.12.160;89378;INHI;LUVA, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 3,94 
001.12.161;89379;INHI;LUVA DE CORRER, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 11,85 
001.12.162;89380;INHI;LUVA DE REDUÇÃO, PVC, SOLDÁVEL, DN 32MM X 25MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 5,53 
001.12.163;89381;INHI;"LUVA COM BUCHA DE LATÃO, PVC, SOLDÁVEL, DN 25MM X 3/4"", INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P";UN; 8,27 
001.12.164;89382;INHI;UNIÃO, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 7,39 
001.12.165;89383;INHI;"ADAPTADOR CURTO COM BOLSA E ROSCA PARA REGISTRO, PVC, SOLDÁVEL, DN 25MM X 3/4"", INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P";UN; 4,02 
001.12.166;89385;INHI;"LUVA SOLDÁVEL E COM ROSCA, PVC, SOLDÁVEL, DN 25MM X 3/4"", INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P";UN; 4,40 
001.12.167;89386;INHI;LUVA, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 5,30 
001.12.168;89388;INHI;LUVA DE REDUÇÃO, PVC, SOLDÁVEL, DN 40MM X 32MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 6,75 
001.12.169;89389;INHI;"LUVA SOLDÁVEL E COM ROSCA, PVC, SOLDÁVEL, DN 32MM X 1"", INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P";UN; 7,38 
001.12.170;89390;INHI;UNIÃO, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 10,88 
001.12.171;89391;INHI;"ADAPTADOR CURTO COM BOLSA E ROSCA PARA REGISTRO, PVC, SOLDÁVEL, DN 32MM X 1"", INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P";UN; 5,38 
001.12.172;89393;INHI;TE, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 6,26 
001.12.173;89394;INHI;"TÊ COM BUCHA DE LATÃO NA BOLSA CENTRAL, PVC, SOLDÁVEL, DN 20MM X 1/2"", INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P";UN; 12,86 
001.12.174;89395;INHI;TE, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 7,52 
001.12.175;89396;INHI;"TÊ COM BUCHA DE LATÃO NA BOLSA CENTRAL, PVC, SOLDÁVEL, DN 25MM X 1/2"", INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P";UN; 14,53 
001.12.176;89397;INHI;TÊ DE REDUÇÃO, PVC, SOLDÁVEL, DN 25MM X 20MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 9,00 
001.12.177;89398;INHI;TE, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 10,49 
001.12.178;89399;INHI;"TÊ COM BUCHA DE LATÃO NA BOLSA CENTRAL, PVC, SOLDÁVEL, DN 32MM X 3/4"", INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P";UN; 21,71 
001.12.179;89400;INHI;TÊ DE REDUÇÃO, PVC, SOLDÁVEL, DN 32MM X 25MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 12,78 
001.12.180;89404;INHI;JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 2,82 
001.12.181;89405;INHI;JOELHO 45 GRAUS, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 2,90 
001.12.182;89406;INHI;CURVA 90 GRAUS, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 4,19 
001.12.183;89407;INHI;CURVA 45 GRAUS, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 4,11 
001.12.184;89408;INHI;JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 3,35 
001.12.185;89409;INHI;JOELHO 45 GRAUS, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 3,64 
001.12.186;89410;INHI;CURVA 90 GRAUS, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 5,37 
001.12.187;89411;INHI;CURVA 45 GRAUS, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 4,91 
001.12.188;89412;INHI;"JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 25MM, X 3/4"" INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P";UN; 4,08 
001.12.189;89413;INHI;JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 4,44 
001.12.190;89414;INHI;JOELHO 45 GRAUS, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 5,09 
001.12.191;89415;INHI;CURVA 90 GRAUS, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 8,37 
001.12.192;89416;INHI;CURVA 45 GRAUS, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 6,72 
001.12.193;89417;INHI;LUVA, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 2,43 
001.12.194;89418;INHI;LUVA DE CORRER, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 7,94 
001.12.195;89419;INHI;LUVA DE REDUÇÃO, PVC, SOLDÁVEL, DN 25MM X 20MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 2,82 
001.12.196;89420;INHI;"LUVA COM BUCHA DE LATÃO, PVC, SOLDÁVEL, DN 20MM X 1/2"", INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P";UN; 5,60 
001.12.197;89421;INHI;UNIÃO, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 5,33 
001.12.198;89422;INHI;"ADAPTADOR CURTO COM BOLSA E ROSCA PARA REGISTRO, PVC, SOLDÁVEL, DN 20MM X 1/2"", INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P";UN; 2,51 
001.12.199;89424;INHI;LUVA, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 2,84 
001.12.200;89425;INHI;LUVA DE CORRER, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 10,75 
001.12.201;89426;INHI;LUVA DE REDUÇÃO, PVC, SOLDÁVEL, DN 32MM X 25MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 4,43 
001.12.202;89427;INHI;"LUVA COM BUCHA DE LATÃO, PVC, SOLDÁVEL, DN 25MM X 3/4"", INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P";UN; 7,17 
001.12.203;89428;INHI;UNIÃO, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 6,29 
001.12.204;89429;INHI;"ADAPTADOR CURTO COM BOLSA E ROSCA PARA REGISTRO, PVC, SOLDÁVEL, DN 25MM X 3/4"", INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P";UN; 2,92 
001.12.205;89431;INHI;LUVA, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 3,98 
001.12.206;89433;INHI;LUVA DE REDUÇÃO, PVC, SOLDÁVEL, DN 40MM X 32MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 5,43 
001.12.207;89434;INHI;"LUVA SOLDÁVEL E COM ROSCA, PVC, SOLDÁVEL, DN 32MM X 1"", INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P";UN; 6,06 
001.12.208;89435;INHI;UNIÃO, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 9,56 
001.12.209;89436;INHI;"ADAPTADOR CURTO COM BOLSA E ROSCA PARA REGISTRO, PVC, SOLDÁVEL, DN 32MM X 1"", INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P";UN; 4,06 
001.12.210;89438;INHI;TE, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 4,36 
001.12.211;89439;INHI;"TÊ SOLDÁVEL E COM ROSCA NA BOLSA CENTRAL, PVC, SOLDÁVEL, DN 20MM X 1/2"", INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P";UN; 5,55 
001.12.212;89440;INHI;TE, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 5,32 
001.12.213;89441;INHI;"TÊ COM BUCHA DE LATÃO NA BOLSA CENTRAL, PVC, SOLDÁVEL, DN 25MM X 1/2"", INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P";UN; 12,32 
001.12.214;89442;INHI;TÊ DE REDUÇÃO, PVC, SOLDÁVEL, DN 25MM X 20MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 6,80 
001.12.215;89443;INHI;TE, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 7,87 
001.12.216;89444;INHI;"TÊ COM BUCHA DE LATÃO NA BOLSA CENTRAL, PVC, SOLDÁVEL, DN 32MM X 3/4"", INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P";UN; 19,09 
001.12.217;89445;INHI;TÊ DE REDUÇÃO, PVC, SOLDÁVEL, DN 32MM X 25MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 10,16 
001.12.218;89481;INHI;JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 2,52 
001.12.219;89485;INHI;JOELHO 45 GRAUS, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 2,81 
001.12.220;89489;INHI;CURVA 90 GRAUS, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 4,54 
001.12.221;89490;INHI;CURVA 45 GRAUS, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 4,08 
001.12.222;89492;INHI;JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 3,50 
001.12.223;89493;INHI;JOELHO 45 GRAUS, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 4,15 
001.12.224;89494;INHI;CURVA 90 GRAUS, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 7,43 
001.12.225;89496;INHI;CURVA 45 GRAUS, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 5,78 
001.12.226;89497;INHI;JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 40MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 5,07 
001.12.227;89498;INHI;JOELHO 45 GRAUS, PVC, SOLDÁVEL, DN 40MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 5,46 
001.12.228;89499;INHI;CURVA 90 GRAUS, PVC, SOLDÁVEL, DN 40MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 11,86 
001.12.229;89500;INHI;CURVA 45 GRAUS, PVC, SOLDÁVEL, DN 40MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 7,25 
001.12.230;89501;INHI;JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 50MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 6,43 
001.12.231;89502;INHI;JOELHO 45 GRAUS, PVC, SOLDÁVEL, DN 50MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 7,08 
001.12.232;89503;INHI;CURVA 90 GRAUS, PVC, SOLDÁVEL, DN 50MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 13,81 
001.12.233;89504;INHI;CURVA 45 GRAUS, PVC, SOLDÁVEL, DN 50MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 12,38 
001.12.234;89505;INHI;JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 60MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 14,61 
001.12.235;89506;INHI;JOELHO 45 GRAUS, PVC, SOLDÁVEL, DN 60MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 14,40 
001.12.236;89507;INHI;CURVA 90 GRAUS, PVC, SOLDÁVEL, DN 60MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 27,00 
001.12.237;89510;INHI;CURVA 45 GRAUS, PVC, SOLDÁVEL, DN 60MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 18,90 
001.12.238;89513;INHI;JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 75MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 36,73 
001.12.239;89514;INHI;JOELHO 90 GRAUS, PVC, SERIE R, ÁGUA PLUVIAL, DN 40 MM, JUNTA SOLDÁVEL, FORNECIDO E INSTALADO EM RAMAL DE ENCAMINHAMENTO. AF_12/2014_P;UN; 5,54 
001.12.240;89515;INHI;JOELHO 45 GRAUS, PVC, SOLDÁVEL, DN 75MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 29,21 
001.12.241;89516;INHI;JOELHO 45 GRAUS, PVC, SERIE R, ÁGUA PLUVIAL, DN 40 MM, JUNTA SOLDÁVEL, FORNECIDO E INSTALADO EM RAMAL DE ENCAMINHAMENTO. AF_12/2014_P;UN; 5,25 
001.12.242;89517;INHI;CURVA 90 GRAUS, PVC, SOLDÁVEL, DN 75MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 44,81 
001.12.243;89518;INHI;JOELHO 90 GRAUS, PVC, SERIE R, ÁGUA PLUVIAL, DN 50 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE ENCAMINHAMENTO. AF_12/2014;UN; 7,89 
001.12.244;89519;INHI;CURVA 45 GRAUS, PVC, SOLDÁVEL, DN 75MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 34,80 
001.12.245;89520;INHI;JOELHO 45 GRAUS, PVC, SERIE R, ÁGUA PLUVIAL, DN 50 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE ENCAMINHAMENTO. AF_12/2014;UN; 7,26 
001.12.246;89521;INHI;JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 85MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 41,52 
001.12.247;89522;INHI;JOELHO 90 GRAUS, PVC, SERIE R, ÁGUA PLUVIAL, DN 75 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE ENCAMINHAMENTO. AF_12/2014;UN; 16,49 
001.12.248;89523;INHI;JOELHO 45 GRAUS, PVC, SOLDÁVEL, DN 85MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 33,18 
001.12.249;89524;INHI;JOELHO 45 GRAUS, PVC, SERIE R, ÁGUA PLUVIAL, DN 75 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE ENCAMINHAMENTO. AF_12/2014;UN; 16,08 
001.12.250;89525;INHI;CURVA 90 GRAUS, PVC, SOLDÁVEL, DN 85MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 53,31 
001.12.251;89527;INHI;CURVA 45 GRAUS, PVC, SOLDÁVEL, DN 85MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 41,14 
001.12.252;89528;INHI;LUVA, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 2,28 
001.12.253;89529;INHI;JOELHO 90 GRAUS, PVC, SERIE R, ÁGUA PLUVIAL, DN 100 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE ENCAMINHAMENTO. AF_12/2014;UN; 25,60 
001.12.254;89530;INHI;LUVA DE CORRER, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 10,19 
001.12.255;89531;INHI;JOELHO 45 GRAUS, PVC, SERIE R, ÁGUA PLUVIAL, DN 100 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE ENCAMINHAMENTO. AF_12/2014;UN; 21,82 
001.12.256;89532;INHI;LUVA DE REDUÇÃO, PVC, SOLDÁVEL, DN 32MM X 25MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 3,87 
001.12.257;89534;INHI;"LUVA SOLDÁVEL E COM ROSCA, PVC, SOLDÁVEL, DN 25MM X 3/4"", INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P";UN; 2,75 
001.12.258;89536;INHI;UNIÃO, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 5,73 
001.12.259;89538;INHI;"ADAPTADOR CURTO COM BOLSA E ROSCA PARA REGISTRO, PVC, SOLDÁVEL, DN 25MM X 3/4"", INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P";UN; 2,36 
001.12.260;89541;INHI;LUVA, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014_P;UN; 3,37 
001.12.261;89544;INHI;LUVA SIMPLES, PVC, SERIE R, ÁGUA PLUVIAL, DN 40 MM, JUNTA SOLDÁVEL, FORNECIDO E INSTALADO EM RAMAL DE ENCAMINHAMENTO. AF_12/2014_P;UN; 5,30 
001.12.262;89545;INHI;LUVA SIMPLES, PVC, SERIE R, ÁGUA PLUVIAL, DN 50 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE ENCAMINHAMENTO. AF_12/2014;UN; 7,36 
001.12.263;89547;INHI;LUVA SIMPLES, PVC, SERIE R, ÁGUA PLUVIAL, DN 75 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE ENCAMINHAMENTO. AF_12/2014;UN; 10,91 
001.12.264;89548;INHI;LUVA DE CORRER, PVC, SERIE R, ÁGUA PLUVIAL, DN 75 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE ENCAMINHAMENTO. AF_12/2014;UN; 12,16 
001.12.265;89549;INHI;REDUÇÃO EXCÊNTRICA, PVC, SERIE R, ÁGUA PLUVIAL, DN 75 X 50 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE ENCAMINHAMENTO. AF_12/2014;UN; 8,97 
