ITEM;CÓDIGOS;CLASSE/TIPO;DESCRIÇÃO;UN; VALOR 
001.10.260;91959;INEL;INTERRUPTOR SIMPLES (2 MÓDULOS), 10A/250V, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 26,53 
001.10.261;91960;INEL;INTERRUPTOR PARALELO (2 MÓDULOS), 10A/250V, SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 29,98 
001.10.262;91961;INEL;INTERRUPTOR PARALELO (2 MÓDULOS), 10A/250V, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 35,15 
001.10.263;91962;INEL;INTERRUPTOR SIMPLES (1 MÓDULO) COM INTERRUPTOR PARALELO (2 MÓDULOS), 10A/250V, SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 39,86 
001.10.264;91963;INEL;INTERRUPTOR SIMPLES (1 MÓDULO) COM INTERRUPTOR PARALELO (2 MÓDULOS), 10A/250V, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 45,02 
001.10.265;91964;INEL;INTERRUPTOR SIMPLES (2 MÓDULOS) COM INTERRUPTOR PARALELO (1 MÓDULO), 10A/250V, SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 35,54 
001.10.266;91965;INEL;INTERRUPTOR SIMPLES (2 MÓDULOS) COM INTERRUPTOR PARALELO (1 MÓDULO), 10A/250V, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 40,70 
001.10.267;91966;INEL;INTERRUPTOR SIMPLES (3 MÓDULOS), 10A/250V, SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 31,24 
001.10.268;91967;INEL;INTERRUPTOR SIMPLES (3 MÓDULOS), 10A/250V, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 36,41 
001.10.269;91968;INEL;INTERRUPTOR PARALELO (3 MÓDULOS), 10A/250V, SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 44,15 
001.10.270;91969;INEL;INTERRUPTOR PARALELO (3 MÓDULOS), 10A/250V, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 49,32 
001.10.271;91970;INEL;INTERRUPTOR SIMPLES (3 MÓDULOS) COM INTERRUPTOR PARALELO (1 MÓDULO), 10A/250V, SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 45,60 
001.10.272;91971;INEL;INTERRUPTOR SIMPLES (3 MÓDULOS) COM INTERRUPTOR PARALELO (1 MÓDULO), 10A/250V, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 55,30 
001.10.273;91972;INEL;INTERRUPTOR SIMPLES (2 MÓDULOS) COM INTERRUPTOR PARALELO (2 MÓDULOS), 10A/250V, SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 49,92 
001.10.274;91973;INEL;INTERRUPTOR SIMPLES (2 MÓDULOS) COM INTERRUPTOR PARALELO (2 MÓDULOS), 10A/250V, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 59,62 
001.10.275;91974;INEL;INTERRUPTOR SIMPLES (4 MÓDULOS), 10A/250V, SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 41,28 
001.10.276;91975;INEL;INTERRUPTOR SIMPLES (4 MÓDULOS), 10A/250V, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 50,98 
001.10.277;91976;INEL;INTERRUPTOR SIMPLES (6 MÓDULOS), 10A/250V, SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 61,09 
001.10.278;91977;INEL;INTERRUPTOR SIMPLES (6 MÓDULOS), 10A/250V, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 70,78 
001.10.279;91990;INEL;TOMADA ALTA DE EMBUTIR (1 MÓDULO), 2P+T 10 A, SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 17,73 
001.10.280;91991;INEL;TOMADA ALTA DE EMBUTIR (1 MÓDULO), 2P+T 20 A, SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 20,31 
001.10.281;91992;INEL;TOMADA ALTA DE EMBUTIR (1 MÓDULO), 2P+T 10 A, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 22,89 
001.10.282;91993;INEL;TOMADA ALTA DE EMBUTIR (1 MÓDULO), 2P+T 20 A, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 25,47 
001.10.283;91994;INEL;TOMADA MÉDIA DE EMBUTIR (1 MÓDULO), 2P+T 10 A, SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 12,64 
001.10.284;91995;INEL;TOMADA MÉDIA DE EMBUTIR (1 MÓDULO), 2P+T 20 A, SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 15,22 
001.10.285;91996;INEL;TOMADA MÉDIA DE EMBUTIR (1 MÓDULO), 2P+T 10 A, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 17,81 
001.10.286;91997;INEL;TOMADA MÉDIA DE EMBUTIR (1 MÓDULO), 2P+T 20 A, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 20,39 
001.10.287;91998;INEL;TOMADA BAIXA DE EMBUTIR (1 MÓDULO), 2P+T 10 A, SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 10,67 
001.10.288;91999;INEL;TOMADA BAIXA DE EMBUTIR (1 MÓDULO), 2P+T 20 A, SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 13,25 
001.10.289;92000;INEL;TOMADA BAIXA DE EMBUTIR (1 MÓDULO), 2P+T 10 A, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 15,83 
001.10.290;92001;INEL;TOMADA BAIXA DE EMBUTIR (1 MÓDULO), 2P+T 20 A, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 18,41 
001.10.291;92002;INEL;TOMADA MÉDIA DE EMBUTIR (2 MÓDULOS), 2P+T 10 A, SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 23,64 
001.10.292;92003;INEL;TOMADA MÉDIA DE EMBUTIR (2 MÓDULOS), 2P+T 20 A, SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 28,80 
001.10.293;92004;INEL;TOMADA MÉDIA DE EMBUTIR (2 MÓDULOS), 2P+T 10 A, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 28,80 
001.10.294;92005;INEL;TOMADA MÉDIA DE EMBUTIR (2 MÓDULOS), 2P+T 20 A, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 33,96 
001.10.295;92006;INEL;TOMADA BAIXA DE EMBUTIR (2 MÓDULOS), 2P+T 10 A, SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 19,69 
001.10.296;92007;INEL;TOMADA BAIXA DE EMBUTIR (2 MÓDULOS), 2P+T 20 A, SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 24,85 
001.10.297;92008;INEL;TOMADA BAIXA DE EMBUTIR (2 MÓDULOS), 2P+T 10 A, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 24,85 
001.10.298;92009;INEL;TOMADA BAIXA DE EMBUTIR (2 MÓDULOS), 2P+T 20 A, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 30,01 
001.10.299;92010;INEL;TOMADA MÉDIA DE EMBUTIR (3 MÓDULOS), 2P+T 10 A, SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 34,63 
001.10.300;92011;INEL;TOMADA MÉDIA DE EMBUTIR (3 MÓDULOS), 2P+T 20 A, SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 42,37 
001.10.301;92012;INEL;TOMADA MÉDIA DE EMBUTIR (3 MÓDULOS), 2P+T 10 A, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 39,80 
001.10.302;92013;INEL;TOMADA MÉDIA DE EMBUTIR (3 MÓDULOS), 2P+T 20 A, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 47,54 
001.10.303;92014;INEL;TOMADA BAIXA DE EMBUTIR (3 MÓDULOS), 2P+T 10 A, SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 28,71 
001.10.304;92015;INEL;TOMADA BAIXA DE EMBUTIR (3 MÓDULOS), 2P+T 20 A, SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 36,45 
001.10.305;92016;INEL;TOMADA BAIXA DE EMBUTIR (3 MÓDULOS), 2P+T 10 A, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 33,87 
001.10.306;92017;INEL;TOMADA BAIXA DE EMBUTIR (3 MÓDULOS), 2P+T 20 A, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 41,61 
001.10.307;92018;INEL;TOMADA BAIXA DE EMBUTIR (4 MÓDULOS), 2P+T 10 A, SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 38,00 
001.10.308;92019;INEL;TOMADA BAIXA DE EMBUTIR (4 MÓDULOS), 2P+T 10 A, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 47,70 
001.10.309;92020;INEL;TOMADA BAIXA DE EMBUTIR (6 MÓDULOS), 2P+T 10 A, SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 56,17 
001.10.310;92021;INEL;TOMADA BAIXA DE EMBUTIR (6 MÓDULOS), 2P+T 10 A, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 65,87 
001.10.311;92022;INEL;INTERRUPTOR SIMPLES (1 MÓDULO) COM 1 TOMADA DE EMBUTIR 2P+T 10 A,  SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 22,49 
001.10.312;92023;INEL;INTERRUPTOR SIMPLES (1 MÓDULO) COM 1 TOMADA DE EMBUTIR 2P+T 10 A,  INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 27,65 
001.10.313;92024;INEL;INTERRUPTOR SIMPLES (1 MÓDULO) COM 2 TOMADAS DE EMBUTIR 2P+T 10 A,  SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 33,51 
001.10.314;92025;INEL;INTERRUPTOR SIMPLES (1 MÓDULO) COM 2 TOMADAS DE EMBUTIR 2P+T 10 A,  INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 38,68 
001.10.315;92026;INEL;INTERRUPTOR SIMPLES (2 MÓDULOS) COM 1 TOMADA DE EMBUTIR 2P+T 10 A,  SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 32,36 
001.10.316;92027;INEL;INTERRUPTOR SIMPLES (2 MÓDULOS) COM 1 TOMADA DE EMBUTIR 2P+T 10 A,  INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 37,53 
001.10.317;92028;INEL;INTERRUPTOR PARALELO (1 MÓDULO) COM 1 TOMADA DE EMBUTIR 2P+T 10 A,  SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 26,81 
001.10.318;92029;INEL;INTERRUPTOR PARALELO (1 MÓDULO) COM 1 TOMADA DE EMBUTIR 2P+T 10 A,  INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 31,97 
001.10.319;92030;INEL;INTERRUPTOR PARALELO (1 MÓDULO) COM 2 TOMADAS DE EMBUTIR 2P+T 10 A,  SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 37,80 
001.10.320;92031;INEL;INTERRUPTOR PARALELO (1 MÓDULO) COM 2 TOMADAS DE EMBUTIR 2P+T 10 A,  INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 42,97 
001.10.321;92032;INEL;INTERRUPTOR PARALELO (2 MÓDULOS) COM 1 TOMADA DE EMBUTIR 2P+T 10 A,  SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 40,98 
001.10.322;92033;INEL;INTERRUPTOR PARALELO (2 MÓDULOS) COM 1 TOMADA DE EMBUTIR 2P+T 10 A,  INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 46,14 
001.10.323;92034;INEL;INTERRUPTOR SIMPLES (1 MÓDULO), INTERRUPTOR PARALELO (1 MÓDULO) E 1 TOMADA DE EMBUTIR 2P+T 10 A,  SEM SUPORTE E SEM PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 36,68 
001.10.324;92035;INEL;INTERRUPTOR SIMPLES (1 MÓDULO), INTERRUPTOR PARALELO (1 MÓDULO) E 1 TOMADA DE EMBUTIR 2P+T 10 A,  INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;UN; 41,85 
001.10.325;72278;INEL;LAMPADA VAPOR METALICO 400W - FORNECIMENTO E INSTALACAO;UN; 66,56 
001.10.326;72280;INEL;IGNITOR PARA PARTIDA LÂMPADA VAPOR SÓDIO ALTA PRESSÃO ATÉ 400W;UN; 39,90 
001.10.327;73953/1;INEL;LUMINARIA TIPO CALHA, DE SOBREPOR, COM REATOR DE PARTIDA RAPIDA E LAMPADA FLUORESCENTE 1X20W, COMPLETA,  FORNECIMENTO E INSTALACAO;UN; 61,67 
001.10.328;73953/2;INEL;LUMINARIA TIPO CALHA, DE SOBREPOR, COM REATOR DE PARTIDA RAPIDA E LAMPADA FLUORESCENTE 2X20W, COMPLETA, FORNECIMENTO E INSTALACAO;UN; 91,97 
001.10.329;73953/3;INEL;LUMINARIA TIPO CALHA, DE SOBREPOR, COM REATOR DE PARTIDA RAPIDA E LAMPADA FLUORESCENTE 3X20W, COMPLETA, FORNECIMENTO E INSTALACAO;UN; 137,27 
001.10.330;73953/4;INEL;LUMINARIA TIPO CALHA, DE SOBREPOR, COM REATOR DE PARTIDA RAPIDA E LAMPADA FLUORESCENTE 4X20W, COMPLETA, FORNECIMENTO E INSTALACAO;UN; 147,63 
001.10.331;73953/5;INEL;LUMINARIA TIPO CALHA, DE SOBREPOR, COM REATOR DE PARTIDA RAPIDA E LAMPADA FLUORESCENTE 1X40W, COMPLETA, FORNECIMENTO E INSTALACAO;UN; 71,84 
001.10.332;73953/6;INEL;LUMINARIA TIPO CALHA, DE SOBREPOR, COM REATOR DE PARTIDA RAPIDA E LAMPADA FLUORESCENTE 2X40W, COMPLETA, FORNECIMENTO E INSTALACAO;UN; 99,59 
001.10.333;73953/7;INEL;LUMINARIA TIPO CALHA, DE SOBREPOR, COM REATOR DE PARTIDA RAPIDA E LAMPADA FLUORESCENTE 3X40W, COMPLETA, FORNECIMENTO E INSTALACAO;UN; 137,03 
001.10.334;73953/8;INEL;LUMINARIA TIPO CALHA, DE SOBREPOR, COM REATOR DE PARTIDA RAPIDA E LAMPADA FLUORESCENTE 4X40W, COMPLETA, FORNECIMENTO E INSTALACAO;UN; 170,63 
001.10.335;73953/9;INEL;LUMINARIA SOBREPOR TP CALHA C/REATOR PART CONVENC LAMP 1X20W E STARTERFIX EM LAJE OU FORRO - FORNECIMENTO E COLOCACAO;UN; 56,32 
001.10.336;74041/1;INEL;LUMINARIA GLOBO VIDRO LEITOSO/PLAFONIER/BOCAL/LAMPADA FLUORESCENTE 20W;UN; 52,93 
001.10.337;74041/2;INEL;LUMINARIA GLOBO VIDRO LEITOSO/PLAFONIER/BOCAL/LAMPADA FLUORESCENTE 40W;UN; 52,93 
001.10.338;74082/1;INEL;REFLETOR REDONDO EM ALUMINIO COM SUPORTE E ALCA REGULAVEL PARA FIXACAO, COM LAMPADA VAPOR DE MERCURIO 250W;UN; 211,49 
001.10.339;74094/1;INEL;LUMINARIA TIPO SPOT PARA 1 LAMPADA INCANDESCENTE/FLUORESCENTE COMPACTA;UN; 26,18 
001.10.340;83391;INEL;REATOR PARA LAMPADA FLUORESCENTE 2X40W PARTIDA RAPIDA FORNECIMENTO E INSTALACAO;UN; 41,07 
001.10.341;83392;INEL;REATOR PARA LAMPADA FLUORESCENTE 1X20W PARTIDA RAPIDA FORNECIMENTO E INSTALACAO;UN; 27,68 
001.10.342;83393;INEL;REATOR PARA LAMPADA FLUORESCENTE 1X40W PARTIDA RAPIDA FORNECIMENTO E INSTALACAO;UN; 29,47 
001.10.343;83468;INEL;LAMPADA FLUORESCENTE 20W - FORNECIMENTO E INSTALACAO;UN; 5,93 
001.10.344;83469;INEL;LAMPADA FLUORESCENTE 40W - FORNECIMENTO E INSTALACAO;UN; 5,93 
001.10.345;83470;INEL;LAMPADA FLUORESCENTE TP HO 85W - FORNECIMENTO E INSTALACAO;UN; 64,57 
001.10.346;93040;INEL;LÂMPADA FLUORESCENTE COMPACTA 15 W 2U, BASE E27 - FORNECIMENTO E INSTALAÇÃO;UN; 10,26 
001.10.347;93041;INEL;LÂMPADA FLUORESCENTE ESPIRAL BRANCA 65 W, BASE E27 - FORNECIMENTO E INSTALAÇÃO;UN; 64,30 
001.10.348;93042;INEL;LÂMPADA LED 6 W BIVOLT BRANCA, FORMATO TRADICIONAL (BASE E27) - FORNECIMENTO E INSTALAÇÃO;UN; 20,82 
001.10.349;93043;INEL;LÂMPADA LED 10 W BIVOLT BRANCA, FORMATO TRADICIONAL (BASE E27) - FORNECIMENTO E INSTALAÇÃO;UN; 27,72 
001.10.350;93044;INEL;LÂMPADA FLUORESCENTE COMPACTA 3U BRANCA 20 W, BASE E27 - FORNECIMENTO E INSTALAÇÃO;UN; 11,54 
001.10.351;93045;INEL;LÂMPADA FLUORESCENTE ESPIRAL BRANCA 45 W, BASE E27 - FORNECIMENTO E INSTALAÇÃO;UN; 36,08 
001.10.352;9540;INEL;ENTRADA DE ENERGIA ELÉTRICA AÉREA MONOFÁSICA 50A COM POSTE DE CONCRETO, INCLUSIVE CABEAMENTO, CAIXA DE PROTEÇÃO PARA MEDIDOR E ATERRAMENTO.;UN; 810,17 
001.10.353;41598;INEL;ENTRADA PROVISORIA DE ENERGIA ELETRICA AEREA TRIFASICA 40A EM POSTE MADEIRA;UN; 812,25 
001.10.354;72941;INEL;APARELHO SINALIZADOR DE SAIDA DE GARAGEM, COM CELULA FOTOELETRICA - FORNECIMENTO E INSTALACAO;UN; 441,47 
001.10.355;73624;INEL;SUPORTE PARA TRANSFORMADOR EM POSTE DE CONCRETO CIRCULAR;UN; 60,02 
001.10.356;73767/1;INEL;GRAMPO PARALELO EM ALUMINIO FUNDIDO OU ESTRUDADO DE 2 PARAFUSOS, PARA CABO DE 6 A 50 MM2, PASTA ANTIOXIDANTE. FORNEC E INSTALAÇÃO.;UN; 8,57 
001.10.357;73767/2;INEL;ALCA PRE-FORMADA DISTRIBUIÇÃO EM  ACO RECOBERTO COM ALUMINIO PARA CABO 25MM2, ENCAPADO. FORNECIMENTO E INSTALAÇÃO.;UN; 7,83 
001.10.358;73767/3;INEL;LACO DE ROLDANA PRE-FORMADO ACO RECOBERTO DE ALUMINIO PARA CABO DE ALUMINIO NU BITOLA 25MM2 - FORNECIMENTO E COLOCACAO;UN; 5,55 
001.10.359;73767/4;INEL;ALCA PRE-FORMADA DISTRIBUICAO EM ACO RECOBERTO COM ALUMINIO NU PARA CABO 25MM2, ENCAPADO. FORNECIMENTO E INSTALACAO.;UN; 3,47 
001.10.360;73767/5;INEL;ALCA PRE-FORMADA SERV DE ACO RECOB C/ALUM NU ENCAPADO 25MM2 (BITOLA)  CONF PROJ A4-148-CP RIOLUZ FORNECIMENTO E COLOCACAO;UN; 3,14 
001.10.361;73781/1;INEL;MUFLA TERMINAL PRIMARIA UNIPOLAR USO INTERNO PARA CABO 35/120MM2, ISOLACAO 15/25KV EM EPR - BORRACHA DE SILICONE. FORNECIMENTO E INSTALACAO.;UN; 259,47 
001.10.362;73781/2;INEL;ISOLADOR DE PINO TP HI-POT CILINDRICO CLASSE 15KV. FORNECIMENTO E INSTALACAO.;UN; 20,34 
001.10.363;73781/3;INEL;ISOLADOR DE SUSPENSAO (DISCO) TP CAVILHA CLASSE 15KV - 6''. FORNECIMENTO E INSTALACAO.;UN; 62,37 
001.10.364;88543;INEL;ARMACAO SECUNDARIA OU REX COMPLETA PARA TRESLINHAS-FORNECIMENTO E INSTALACAO.;UN; 105,38 
001.10.365;88544;INEL;ARMACAO SECUNDARIA OU REX COMPLETA PARA DUAS LINHAS-FORNECIMENTO E INSTALACAO.;UN; 65,72 
001.10.366;88545;INEL;ARMACAO SECUNDARIA OU REX COMPLETA PARA QUATRO LINHAS-FORNECIMENTO E INSTALACAO.;UN; 122,86 
001.10.367;73783/1;INEL;POSTE CONCRETO SECAO CIRCULAR COMPRIMENTO=5M CARGA NOMINAL TOPO 100KG INCLUSIVE ESCAVACAO EXCLUSIVE TRANSPORTE - FORNECIMENTO E COLOCACAO;UN; 466,27 
001.10.368;73783/3;INEL;POSTE CONCRETO SEÇÃO CIRCULAR COMPRIMENTO=5M CARGA NOMINAL TOPO 300KG INCLUSIVE ESCAVACAO EXCLUSIVE TRANSPORTE - FORNECIMENTO E COLOCAÇÃO;UN; 434,26 
001.10.369;73783/5;INEL;POSTE CONCRETO SEÇÃO CIRCULAR COMPRIMENTO=7M CARGA NOMINAL TOPO 100KG INCLUSIVE ESCAVACAO EXCLUSIVE TRANSPORTE - FORNECIMENTO E COLOCAÇÃO;UN; 486,28 
001.10.370;73783/6;INEL;POSTE CONCRETO SEÇÃO CIRCULAR COMPRIMENTO=7M CARGA NOMINAL TOPO 200KG INCLUSIVE ESCAVACAO EXCLUSIVE TRANSPORTE - FORNECIMENTO E COLOCAÇÃO;UN; 565,56 
001.10.371;73783/8;INEL;POSTE CONCRETO SEÇÃO CIRCULAR COMPRIMENTO=11M  E CARGA NOMINAL 200KG INCLUSIVE ESCAVACAO EXCLUSIVE TRANSPORTE - FORNECIMENTO E COLOCAÇÃO;UN; 991,63 
001.10.372;73783/9;INEL;POSTE CONCRETO SEÇÃO CIRCULAR COMPRIMENTO=11M  CARGA NOMINAL NO TOPO 300KG INCLUSIVE ESCAVACAO EXCLUSIVE TRANSPORTE - FORNECIMENTO E COLOCAÇÃO;UN; 993,67 
001.10.373;73783/10;INEL;POSTE CONCRETO SEÇÃO CIRCULAR COMPRIMENTO=11M  CARGA NOMINAL NO TOPO 400KG INCLUSIVE ESCAVACAO EXCLUSIVE TRANSPORTE - FORNECIMENTO E COLOCAÇÃO;UN; 1.176,88 
001.10.374;73783/11;INEL;POSTE CONCRETO SEÇÃO CIRCULAR COMPRIMENTO=14M  CARGA NOMINAL NO TOPO 400KG INCLUSIVE ESCAVACAO EXCLUSIVE TRANSPORTE - FORNECIMENTO E COLOCAÇÃO;UN; 1.797,70 
001.10.375;73783/12;INEL;POSTE CONCRETO SEÇÃO CIRCULAR COMPRIMENTO=7M CARGA NOMINAL NO TOPO 300KG INCLUSIVE ESCAVACAO EXCLUSIVE TRANSPORTE - FORNECIMENTO E COLOCAÇÃO;UN; 650,76 
001.10.376;73783/14;INEL;POSTE CONCRETO SEÇÃO CIRCULAR COMPRIMENTO=9M CARGA NOMINAL NO TOPO 200KG INCLUSIVE ESCAVACAO EXCLUSIVE TRANSPORTE - FORNECIMENTO E COLOCAÇÃO;UN; 724,52 
001.10.377;73783/15;INEL;POSTE CONCRETO SEÇÃO CIRCULAR COMPRIMENTO=9M CARGA NOMINAL NO TOPO 300KG INCLUSIVE ESCAVACAO EXCLUSIVE TRANSPORTE - FORNECIMENTO E COLOCAÇÃO;UN; 777,87 
001.10.378;73783/16;INEL;POSTE CONCRETO SEÇÃO CIRCULAR COMPRIMENTO=9M CARGA NOMINAL NO TOPO 400KG INCLUSIVE ESCAVACAO EXCLUSIVE TRANSPORTE - FORNECIMENTO E COLOCAÇÃO;UN; 940,69 
001.10.379;73783/17;INEL;POSTE CONCRETO SEÇÃO CIRCULAR COMPRIMENTO=10M CARGA NOMINAL NO TOPO 600KG INCLUSIVE ESCAVACAO EXCLUSIVE TRANSPORTE - FORNECIMENTO E COLOCAÇÃO;UN; 1.244,65 
001.10.380;83394;INEL;POSTE DE CONCRETO DUPLO T H=11M E CARGA NOMINAL 200KG INCLUSIVE ESCAVACAO, EXCLUSIVE TRANSPORTE - FORNECIMENTO E INSTALACAO;UN; 834,39 
001.10.381;83396;INEL;POSTE DE CONCRETO DUPLO T H=9M CARGA NOMINAL 300KG INCLUSIVE ESCAVACAO, EXCLUSIVE TRANSPORTE - FORNECIMENTO E INSTALACAO;UN; 749,26 
001.10.382;83397;INEL;POSTE DE CONCRETO DUPLO T H=9M CARGA NOMINAL 500KG INCLUSIVE ESCAVACAO, EXCLUSIVE TRANSPORTE - FORNECIMENTO E INSTALACAO;UN; 989,00 
001.10.383;83398;INEL;POSTE DE CONCRETO DUPLO T H=10M CARGA NOMINAL 300KG INCLUSIVE ESCAVACAO, EXCLUSIVE TRANSPORTE - FORNECIMENTO E INSTALACAO;UN; 871,87 
001.10.384;73769/1;INEL;POSTE ACO CONICO CONTINUO CURVO SIMPLES SEM BASE C/JANELA 9M (INSPECAO) - FORNECIMENTO E INSTALACAO;UN; 1.320,21 
001.10.385;73769/2;INEL;POSTE DE AÇO CONICO CONTÍNUO CURVO SIMPLES, FLANGEADO, COM JANELA DE INSPEÇÃO H=9M - FORNECIMENTO E INSTALACAO;UN; 1.321,98 
001.10.386;73769/3;INEL;POSTE DE ACO CONICO CONTINUO CURVO DUPLO, FLANGEADO, COM JANELA DE INSPECAO H=9M - FORNECIMENTO E INSTALACAO;UN; 1.364,01 
001.10.387;73769/4;INEL;POSTE DE ACO CONICO CONTINUO RETO, FLANGEADO, H=9M - FORNECIMENTO E INSTALACAO;UN; 1.377,12 
